Artist and Title,Streams,Daily
Madism - Pumped Up Kicks,175512363,165058
Sam Smith - My Oasis,174620294,48774
Key Glock - Mr. Glock,174591403,224008
Will Paquin - Chandelier,174440822,143949
ZAAC - Desce Pro Play (PA PA PA),174434164,26421
Rels B - La Última Canción,173611570,299405
Chris Young - Famous Friends,173566750,84901
Bryson Tiller - Sorrows,173533538,258418
iann dior - Prospect,172936494,28246
Mac Miller - Circles,172809013,72731
Lil Durk - Still Trappin',172415128,86141
Playboi Carti - Stop Breathing,172098865,162306
KAI - Mmmh,171420737,85665
Selena Gomez - Feel Me,171404420,29243
Tayc - N'y pense plus,171393788,133809
Dimitri Vegas & Like Mike - Say My Name,171022540,53281
Money Man - 24,170792147,59706
Matuê - 777-666,170652666,129813
Lil Uzi Vert - Lo Mein,170630522,48320
Headie One - Ain't It Different,170266995,48270
Ben&Ben - Sa Susunod na Habang Buhay,169996388,265052
Pop Smoke - War,169989555,61513
BLACKPINK - You Never Know,169593229,67306
Dua Lipa - Cool,169403567,68497
SZA - The Other Side (from Trolls World Tour),169348346,48363
Taylor Swift - dorothea,169281048,75798
Jowell & Randy - Anaranjado,169255707,30625
BLANCO - Notti In Bianco,169013335,46240
ZICO - Any song,168964259,65483
Arash Buana - if u could see me cryin' in my room,168556295,218066
Daddy Yankee - Definitivamente,168527649,19176
Cat Burns - go,168508055,72001
Matisse - Eres Tú,168493164,51609
Kehlani - Toxic,168466422,77273
Niack - Oh Juliana,168382211,26680
Alok - Liberdade (Quando o Grave Bate Forte),168268675,50124
Ariana Grande - nasty,168124272,71671
Sebastian Yatra - TBT,168022025,35688
Duncan Laurence - Arcade,167871661,84113
6ix9ine - TROLLZ,167803929,37417
YoungBoy Never Broke Again - Kacey Talk,167792884,59158
Natanael Cano - Pacas Verdes,167714037,126863
Alec Benjamin - Jesus in LA,167440245,29210
Luísa Sonza - MODO TURBO,167361881,104899
Cali Y El Dandee - Locura,167077859,27818
Pritam - Mehrama,166614140,201607
Pop Smoke - Imperfections (Interlude),166608610,118900
Santa Fe Klan - Así Soy,166300470,109513
YOASOBI - ハルジオン,166290804,91290
FLETCHER - Bitter,165884211,79637
Ed Sheeran - 2step,165652699,57703
Christian Nodal - Nace Un Borracho,165199178,94762
Jorge & Mateus - Lance Individual,164795286,17975
Nicki Minaj - Yikes,164432585,37295
Khalid - Eleven,164260605,18225
Bad Bunny - HOY COBRÉ,164199273,54176
Lil Uzi Vert - Homecoming,164085052,78561
DaBaby - PRACTICE,163923190,28061
Rod Wave - Rags2Riches,163892396,14971
Eminem - Those Kinda Nights,163819046,39550
Tame Impala - Lost In Yesterday,163805449,89061
Leyla Blue - What A Shame,163797220,42078
Joji - Afterthought,163648440,108532
Robin Schulz - Alane,163308196,24588
T3R Elemento - Ojitos de Miel,163219305,133502
mgk - drunk face,163215036,67564
Juice WRLD - Can't Die,163183210,43916
Headie One - Only You Freestyle,163141756,51375
Guilherme & Benuto - Pulei na Piscina,163001961,37573
Trevor Daniel - Past Life,162818431,26396
The Weeknd - Scared To Live,162148402,53014
J. Cole - t h e . c l i m b . b a c k,162112511,37559
Ninho - Lettre à une femme,162096626,96570
Banda MS de Sergio Lizárraga - Cerrando Ciclos,162078829,98469
Tame Impala - One More Hour,162051239,157993
CNCO - Tan Enamorados,162010281,40781
Olivia O'Brien - Josslyn,161902865,23832
OneRepublic - Better Days,161774831,31077
Tesher - Jalebi Baby,161719663,52258
Luísa Sonza - BRABA,161660571,66359
EVERGLOW - DUN DUN,160971232,56959
ZAYN - Better,160891854,23609
Sheff G - Weight On Me,160866098,133862
"Luis Angel ""El Flaco"" - Hasta la Miel Amarga",160840341,55463
Juanfran - Como Llora,160445942,20414
Daddy Yankee - De Vuelta Pa' La Vuelta,160313141,104601
Bankrol Hayden - Brothers,159696394,24222
Mavi Gri - Altüst Olmuşum,159688930,141155
Myke Towers - La Playa,159573133,21061
Jeeiph - Bonita,159543938,33715
HARDY - GIVE HEAVEN SOME HELL,159395691,126666
Harnoor - Waalian,159330562,112912
Jeezy - Soul Survivor,159138620,84202
El Taiger - La Historia,159029868,54556
Lil Baby - Commercial,158728416,61354
Phoebe Bridgers - Kyoto,158727061,71241
Timmy Trumpet - Mad World,158458365,183232
Lauv - Fake,158413648,28353
Morgan Wallen - Livin’ The Dream,158164942,89309
"Bebe Rexha - Baby, I'm Jealous",158112901,46200
Lauv - Chasing Fire,157853827,25757
Lady Gaga - 911,157808679,43495
Crissin - Poblado,157546030,46477
Tarcísio do Acordeon - Meia Noite (Você tem meu Whatsapp),156912501,33503
Anson Seabra - Walked Through Hell,156822371,76311
CKay - love nwantiti,156810336,47597
Faouzia - Minefields,156458210,118189
Grupo Firme - Gracias,156119425,37485
Daddy Yankee - Don Don,156049598,20591
Bring Me The Horizon - Teardrops,155585670,119022
K-391 - End of Time,155440351,55767
Lil Yachty - Coffin,155392806,241104
Hailee Steinfeld - Wrong Direction,155335244,26469
Eric Church - Hell Of A View,155253993,124606
Christian Nodal - Amor Tóxico,155079090,58155
Jordan Davis - Almost Maybes,154958776,79475
Myke Towers - Relación Rota,154511334,181258
Jorge & Mateus - Ranking,154142344,10706
Ty Dolla $ign - Ego Death,153749345,31603
David Bisbal - Si Tú La Quieres,153534368,52786
Ariana Grande - off the table,153518833,55710
Cuco - Piel Canela,153452679,127502
Soolking - Meleğim,153417639,51486
Simone & Simaria - Foi Pá Pum,153279183,34436
Ovy On The Drums - Miedito o Qué?,153262279,65238
PARTYNEXTDOOR - LOYAL,153024995,32362
The Weeknd - Snowchild,152774914,49222
KHEA - Dónde Estás,152743932,116017
VIZE - Thank You [Not So Bad],152680364,25650
Joji - Ew,152653267,75439
Sech - La Luz,152305505,11203
Eminem - You Gon’ Learn,152045617,33002
J Balvin - Brillo,151905146,49646
Tame Impala - Is It True,151760904,140598
Carin Leon - Si Tu Amor No Vuelve,151421287,99892
NOTD - I Don't Know Why,151140618,25295
DUSTY LOCANE - ROLLIN N CONTROLLIN FREESTYLE,151104606,46658
Matheus & Kauan - Nem Doeu,150898674,45591
Shablo - M' Manc (con Geolier & Sfera Ebbasta),150835703,89534
Tom Gregory - Fingertips,150802438,42408
Dubdogz - Infinity,150755970,59461
OBOY - Cabeza,150582687,96182
yama - 春を告げる,150237262,65439
DaBaby - FIND MY WAY,150222864,12216
Jonas Brothers - X,150100424,22241
Kidd Keo - Ma Vie,150072643,58205
Yung Gravy - oops!,150032290,52159
Natanael Cano - Arriba,150024733,79461
Güneş - Dua,149887893,125498
Juice WRLD - Fighting Demons,149792715,43840
5 Seconds of Summer - Old Me,149714887,30196
Mac Miller - Surf,149693394,73083
Taylor Swift - the lakes,149570438,93989
Wisin - 3G,149423071,27115
Bryson Tiller - Outta Time,149189494,77482
Greeicy - Los Besos,148497929,51116
J Balvin - Negro,148069408,34512
Lee Brice - Memory I Don't Mess With,148019146,69568
Dan + Shay - I Should Probably Go To Bed,147939257,34439
Carlos Rivera - 100 Años,147916508,94913
Rels B - Me Olvidé De Los 2,147596610,162208
KAROL G - Follow,146996482,68011
Dilsinho - Não Vai Embora,146794161,131693
Banda MS de Sergio Lizárraga - Qué Maldición,146676430,43278
Kaleb J - It's Only Me,146606790,64506
Ingrid Andress - More Hearts Than Mine,146585100,68436
KITSCHKRIEG - Standard,146526513,27912
Madison Beer - Baby,146412887,45538
Daði Freyr - Think About Things,146276570,38967
Astrid S - It's Ok If You Forget Me,145882415,46883
Murilo Huff - Desejando Eu,145295402,67892
Conan Gray - The Story,145218662,32968
Evdeki Saat - Uzunlar,145144622,79973
Anuel AA - Narcos,145008211,38202
1nonly - Shakira!,144954869,80686
Douglas & Vinicius - Figurinha,144925275,16198
Jason Derulo - Coño,144553312,33348
Chico Rose - Somebody's Watching Me,144399916,47150
Princess Nokia - I Like Him,144376640,25576
Yolanda Be Cool - We No Speak Americano (Edit),144069234,64019
Trey Lewis - Dicked Down in Dallas,143985000,136937
Christian Nodal - AYAYAY!,143849936,49412
Erica Banks - Buss It,143730579,25989
Sam Hunt - Hard To Forget,143454170,42086
Kim Dracula - Paparazzi,143380425,54090
Luke Combs - Cold As You,143137777,84928
Sleepy Hallow - Molly,143016239,87186
Junior H - Clave Ali,142902255,172345
MC Du Black - Tudo Aconteceu,142853278,102155
Aya Nakamura - Jolie nana,142825079,27692
Danna Paola - Sodio,142779283,32298
Polo G - Be Something,142632624,40778
BTS - Outro : Ego,142532978,39954
Jax Jones - i miss u,142528213,21172
John Legend - Conversations in the Dark,142318625,39491
Ernia - Superclassico,142176656,44067
Anuel AA - El Manual,142030629,38941
Agust D - People,141821750,79652
Diplo - Dance with Me,141804675,17394
Because - BMW,141685989,159107
Tai Verdes - Stuck In The Middle,141679908,40213
(G)I-DLE - Oh my god,141672260,62875
Carlos Rivera - Perdiendo la Cabeza,141482754,42993
Lauv - Modern Loneliness,141414774,16532
Thomas Rhett - On Me,141397911,17197
Rod Wave - Girl Of My Dreams,141335235,62938
Sergi - Seguro Te Pierdo,141332348,62796
Matuê - É Sal,141264692,124069
"Sheff G - No Suburban, Pt. 2",141213645,76528
Junior H - Atrapado en un Sueño,141123207,108818
Justin Bieber - Come Around Me,141114400,53443
Dustin Lynch - Ridin’ Roads,140900272,38864
Rvfv - Yo No Sé,140824020,81753
Grupo Recluta - Se Fue La Pantera,140579155,87582
C. Tangana - Nunca Estoy,140195896,86420
Dua Lipa - Good In Bed,140125497,45615
Phoebe Bridgers - I Know The End,140053010,141682
Tevvez - Legend,139970404,72799
Residente - René,139797057,80075
Zack Tabudlo - Nangangamba,139736670,79751
Kawe - Mds,139642782,26958
DUSTY LOCANE - ROLANDO (Caught In The Rain),139278336,76096
Dynoro - Me Provocas,139188650,45425
Red Velvet - IRENE & SEULGI - Monster,139047065,35486
Hailee Steinfeld - I Love You's,139003334,15968
Eminem - Higher,138945781,79694
Murda - Bi Sonraki Hayatımda Gel,138654455,45211
Cole Swindell - Single Saturday Night,138600919,45710
Pascal Letoublon - Friendships (Lost My Love),138588955,63459
Lil Tjay - Zoo York,138405495,36217
Conan Gray - Comfort Crowd,138131884,40172
Gaho - 시작,138082472,66469
The Strokes - Selfless,138078470,108336
DJ Ivis - Esquema Preferido,138025689,7046
Tones And I - Bad Child,137783671,30953
Apache 207 - Bläulich,137739720,26427
Joji - Your Man,137680494,28349
Anıl Emre Daldal - M.,137430843,184631
NCT 127 - Kick It,137385395,54832
Pink Sweat$ - 17,137336523,30613
Playboi Carti - Rockstar Made,137162738,119043
Lil Xxel - LMK,137138161,22220
Los 2 de la S - Somos Los Que Somos,137099961,67519
Lost Frequencies - Love To Go,137095104,42527
Lauana Prado - Viva Voz,136534133,36346
Joan Sebastian - Que Sea,136506034,69836
Pop Smoke - Make It Rain,136171998,25921
Dustin Lynch - Good Girl,136033487,24493
Future - Solitaires,136001248,37555
Ana Mena - A Un Paso De La Luna,135708271,38947
ALI - LOST IN PARADISE,135676169,109819
Tion Wayne - I Dunno,135426198,33639
Juice WRLD - Screw Juice,134833355,32934
Código FN - Miami Vibe,134689726,37590
Juice WRLD - I Want It,134560931,39722
Reik - Poco,134459673,60591
Kehlani - Can I,133994697,56402
Nicki Nicole - Colocao,133628553,35157
Apache 207 - Fame,133588847,35730
Gracie Abrams - 21,133488937,87515
"Palak Muchhal - Kaun Tujhe (From ""M.S.Dhoni",133380207,179984
blackbear - queen of broken hearts,133308418,26115
Eminem - Darkness,133113833,28212
Matheus & Kauan - É Problema,133054076,30982
Britney Spears - Make Me...,133050410,13512
Os Barões Da Pisadinha - Amor da Despedida,132789181,14774
"HIRAIDAI - Stand by me, Stand by you.",132276155,57649
Tate McRae - lie to me,132236309,48321
Lost Frequencies - Don't Leave Me Now,132227801,40300
Aitana - Más De Lo Que Aposté,132123793,59464
Steve Lacy - Uuuu,132078172,190886
Clinton Kane - i don't want to watch the world end with someone else,132075906,44554
Eric Land - Cidade Inteira,131757788,14410
Nathan Dawe - Lighter,131607659,23330
Aimyon - Naked Heart,131548610,53806
Logic - Perfect,131547379,66204
LA Vision - Hollywood,131293727,29839
Quinn XCII - Stacy,131132391,26605
Vaundy - Fukakoryoku,131112942,106442
Mario Judah - Die Very Rough,131020948,66754
Rei 6 - Ah Canım Sevgilim,130696307,101873
Bad Bunny - MÁS DE UNA CITA,130684960,29671
Lukas Graham - Share That Love,130588629,23570
Rocco Hunt - A Un Passo Dalla Luna,130495144,30253
Alejandro Fernández - Te Olvidé,130479881,58293
Eminem - Unaccommodating,130472513,26635
Jesse & Joy - Mañana Es Too Late,130365766,22089
Pop Smoke - Aim For The Moon,130344662,30094
Still Woozy - Window,130315722,129171
Selena Gomez - Boyfriend,130159846,17151
DJ Scheme - Blue Bills,130062735,179521
Young Dolph - 1 Scale,129999835,118417
AJ Tracey - Dinner Guest,129919025,26198
Tyla Yaweh - High Right Now,129906528,28500
WhoHeem - Lets Link,129903765,28421
Bad Bunny - BENDICIONES,129648156,29302
Mac Miller - Woods,129564649,65284
Lil Skies - Havin My Way,129346461,33052
Junior H - Intro,129261143,228711
City Girls - Kitty Talk,129218422,28798
LUM!X - The Passenger (LaLaLa) [feat. MOKABY],129207394,25443
Anuel AA - Jangueo,129137176,30897
NIKI - Lose,129017030,51431
BIN - Saturno,128974500,81371
Alec Benjamin - Must Have Been The Wind,128866296,24545
The Weeknd - Missed You,128853556,40008
Jessi - NUNU NANA,128712046,45430
Naza - Joli bébé,128706837,59046
Camilo - El Mismo Aire,128694741,36542
Pop Smoke - Mannequin,128446523,66445
Jonasu - Black Magic,128430685,30531
Declan J Donovan - Perfectly Imperfect,128392222,44525
Marca MP - Mil Gracias Por Existir,127808140,42545
Moneybagg Yo - Said Sum,127502502,64258
Olamide - Infinity,127441146,80676
Bad Bunny - P FKN R,127365484,38643
Junior H - Jueves 10,127235415,69302
Yan Block - Vete Pal Carajo,127088285,100508
$uicideboy$ - That Just Isn't Empirically Possible,126742184,196152
Khalid - Eleven,126713742,41837
Lil Uzi Vert - Bean (Kobe) [feat. Chief Keef],126690571,39092
Anuel AA - Fútbol & Rumba,126674636,18369
Eminem - Gnat,126588564,42135
Alberto Y Roberto - Loco Tu Forma De Ser,126552277,76659
Leebrian - No Fue,126422239,102332
Lee Brice - Soul,126223358,69555
Yves V - Not So Bad,126220567,32311
Dalex - Mejor,126034163,21906
GFRIEND - MAGO,126017148,76923
Giveon - Still Your Best,125950214,101205
Dua Lipa - Boys Will Be Boys,125819744,38500
tobi lou - 2hrs,125764459,30421
Dadju - Grand bain,125634633,66394
MC Hariel - Ilusão (Cracolândia),125393454,61105
R3HAB - Creep,125349475,19790
Bruno & Marrone - Último Beijo,125345068,11670
Gazzelle - Destri,124765873,88898
Kari Jobe - The Blessing,124754450,83306
Junior H - No Me Pesa,124675994,129359
Vitor Fernandes - Acaso,124356235,20594
BTS - Interlude : Shadow,124241910,33341
La Adictiva - Escondidos,124186355,75568
LIZOT - Weekend,124137718,20361
LANY - if this is the last time,124107444,43964
Internet Money - Lemonade,124093836,21532
G-Eazy - Moana,123967510,25440
Hatik - Angela,123879064,25857
Mc Jacaré - Comprei um Lança,123874766,43380
21 Savage - Many Men,123695557,98373
Lil Uzi Vert - Prices,123421723,33239
Mac Miller - Hand Me Downs,123409518,51515
MisterWives - SUPERBLOOM,123385179,21970
Álvaro De Luna - Juramento eterno de sal,123268131,46360
1nonly - Bunny Girl,123141755,51002
Arcángel - Tussi,122941538,16855
Alec Benjamin - Mind Is A Prison,122882573,31567
