Artist and Title,Streams,Daily
Kevin Gates - Big Gangsta,196239634,56820
Jonas Brothers - Like It's Christmas,196009424,4604
AJ Mitchell - Slow Dance,195800110,31842
A$AP Rocky - Babushka Boi,195553342,44426
Florida Georgia Line - Talk You Out Of It,195218303,28918
Blueface - Daddy,194402797,19789
Kane Brown - Good as You,194105231,40458
Grupo Firme - El Amor No Fue Pa´ Mí,193409330,56138
Rels B - SIN MIRAR LAS SEÑALES,193330517,166362
JACKBOYS - WHAT TO DO?,192917307,91962
Lil Loaded - 6locc 6a6y,192730185,139786
Trippie Redd - 6 Kiss,192623230,53368
Trippie Redd - Death,192313839,39939
King Gnu - 白日,192198496,83193
ChocQuibTown - Pa Olvidarte,192133825,26304
Lalo Ebratt - Déjate Querer,192009021,22155
Os Barões Da Pisadinha - Tá Rocheda,191904149,46556
Zé Neto & Cristiano - Ferida Curada,191787120,151778
Alejandro Fernández - Caballero,191656338,84085
Nipsey Hussle - Racks in the Middle,191619300,30871
The Score - Born For This,191552223,112198
j-hope - Chicken Noodle Soup,190699145,47972
Cuco - Bossa No Sé,190551604,45815
SZA - Power is Power,190267204,45472
Parker McCollum - Pretty Heart,189902807,102868
NF - Time,189694248,21127
Why Don't We - I Don't Belong In This Club,189629199,17421
Soegi Bornean - Asmalibrasi,189617187,107370
Capital Bra - 110,188698034,36418
Becky G - MALA SANTA,188587568,34688
Vishal Mishra - Pehla Pyaar,188407906,207237
Offset - Red Room,188165664,32034
League of Legends - Phoenix,187675024,79315
P!nk - Can We Pretend,187347991,22348
JACKBOYS - GANG GANG,187046262,60798
Luis R Conriquez - El Buho,187002345,71665
Alfredo Olivas - El Vals Del Olvido,186989969,361809
Nicky Jam - Atrévete,186683555,15189
"Sachet Tandon - Bekhayali (From ""Kabir Singh"")",186654154,208765
Rauw Alejandro - Que Le De,186540560,12677
J.I the Prince of N.Y - Need Me,186494504,55808
Zé Neto & Cristiano - Barzinho Aleatório,186435252,32724
Los 2 de la S - Es Que Me Gustas,186417943,126677
Still Woozy - Habit,186088700,77956
Dreamville - Down Bad,185409244,64145
Luke Chiang - Shouldn't Be,185300427,210043
Grupo Firme - Cada Vez Te Extraño Más,185059037,43571
Ariana Grande - MONOPOLY,184763377,28346
December Avenue - Sa Ngalan Ng Pag-Ibig,184733483,100616
"Rochak Kohli - Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",184684675,144627
Internet Money - Somebody,184661285,27360
Ben&Ben - Pagtingin,184359534,125077
Gryffin - Body Back,184157633,30383
JR Torres - Un Suspiró,183983489,177759
Sueco - fast,183019594,28309
Rammstein - Radio,182971203,103441
NF - Hate Myself,182755201,87012
Freddie Dredd - Cha Cha,182295211,62352
Chris Brown - Undecided,182041614,33760
Jason Aldean - Got What I Got,181771863,59107
MC Du Black - Gaiola É o Troco,181327338,62192
Javiielo - Pa Los Gustos Los Colores,180664866,92647
Morat - Enamórate De Alguien Más,180217309,97793
PEDRO SAMPAIO - SENTADÃO,179969853,35852
Riley Green - I Wish Grandpas Never Died,179307492,109094
Joel Corry - Sorry,179099819,46888
Taylor Swift - Christmas Tree Farm,178760189,14521
Martin Garrix - Used To Love,178665392,23547
Lizzo - Tempo,177997633,25217
BTS - Intro : Persona,177890139,40502
Dua Lipa - Future Nostalgia,177630117,46903
Marília Mendonça - Serenata,177472287,46722
Capital Bra - Tilidin,177234692,38833
Cannons - Fire for You,176685496,130304
Ilkay Sencan - Rockstar,176433221,85900
Lana Del Rey - hope is a dangerous thing for a woman like me to have,176406702,60444
Melanie Martinez - Show & Tell,176303583,110068
Jake Owen - Down To The Honkytonk,176259753,112786
Lil Skies - Magic,175772790,32810
"Héctor ""El Father"" - Noche de Travesura",175632511,178627
Aitana - + (MÁS),175475147,49447
Summer Walker - Playing Games,175211067,60755
Swae Lee - Won't Be Late,175119035,49787
Post Malone - Allergic,175015227,37367
Chris Brown - Don't Check On Me,174983677,24213
Flipp Dinero - How I Move,174739864,27577
JP Cooper - Sing It With Me,174364527,24499
Nanpa Básico - Canela,174331015,129546
Fred De Palma - Una volta ancora,174011235,48703
Guaynaa - Rebota,173787747,17578
Jon Pardi - Heartache Medication,173746956,111629
FLETCHER - Undrunk,173692096,29968
Farruko - La Cartera,173623957,23897
Khalid - Free Spirit,173594519,17721
Miranda Lambert - Bluebird,173579462,68647
OFFICIAL HIGE DANDISM - I Love...,173384879,60747
Justin Quiles - No Quiero Amarte,173205305,10759
Motionless In White - Another Life,173110378,170594
Lana Del Rey - How to disappear,173107319,175639
J Balvin - MOJAITA,173064269,35295
Juanes - Bonita,172977143,69557
Why Don't We - Unbelievable,172966982,17624
K CAMP - Lottery (Renegade),172767256,16825
FILV - Clandestina,172661226,99929
Daddy Yankee - Con Calma,172317524,31812
Chris Brown - Heat,172119338,43847
Ed Sheeran - I Don't Care,172087575,37272
Alok - On & On,171697486,37838
Di Propósito - Manda Áudio,171604904,90762
Summer Walker - I'll Kill You,171378817,99789
Tyga - Goddamn,171152604,20714
Rels B - Mejor No Nos Vemos,171002665,120847
Russ Millions - Keisha & Becky,170831885,40325
TINI - Fresa,170513211,31005
Louis Tomlinson - Two of Us,170471970,22712
Arthur Nery - Higa,170464996,159947
Wallows - Scrawny,170291732,69800
Camila Cabello - Easy,170130092,22406
Lunay - Soltera,169894553,18937
Grupo 360 - Seguimos Laborando,169842590,169133
Rich Music LTD - Imaginate,169583963,116899
Daya - Insomnia,169493232,30054
NIKI - La La Lost You,169325472,85339
Thomas Rhett - Beer Can’t Fix,169167361,73404
Christian Nodal - Si Te Falta Alguien,169077564,122960
Flo Milli - In The Party,168684529,72103
Koffee - Toast,168518595,49366
Roddy Ricch - Bacc Seat,168445089,35675
Dolu Kadehi Ters Tut - Gitme,168395749,159839
Maná - Rayando el Sol,168287755,55991
TOMORROW X TOGETHER - 9 and Three Quarters (Run Away),168249446,65132
"Chris Lane - Big, Big Plans",168204671,39495
Los Retros - Someone To Spend Time With,168199024,142802
Sido - 2002,168183045,59516
Murilo Huff - Dois Enganados,168045552,189780
Becky G - DOLLAR,168029962,22991
Drax Project - Catching Feelings,167824832,21772
Post Malone - Wow.,167782938,24759
JONY - Love Your Voice,167759775,84381
Luis Fonsi - Date La Vuelta,167728914,21421
TOMORROW X TOGETHER - CROWN,167638883,52858
Yasser Desai - Makhna,167477157,156513
Camilo - La Difícil,166947098,27478
The Score - Stronger,166914834,71390
Kane Brown - Lose It,166607260,33284
Mau y Ricky - Mi Mala,166519761,22608
Jhené Aiko - Triggered (freestyle),166358462,46316
GAMPER & DADONI - Bittersweet Symphony,166155775,128893
Maffio - Cristina,165758513,23940
PNL - Deux frères,165745028,81623
Will Smith - Friend Like Me,165446295,76013
Cardi B - Press,165421377,44459
Kane Brown - Homesick,165262647,38977
"Payal Dev - Tum Hi Aana (From ""Marjaavaan"")",165050412,130453
Ninho - Maman ne le sait pas,164674756,64415
Farruko - Delincuente,164554617,41031
Cochise - Hatchback,164511125,70783
Lewis Capaldi - One,164330745,45705
Marília Mendonça - Sem Sal,164108585,36945
Ed Sheeran - BLOW,163982344,51686
Wiley - Boasty,163457358,41463
Lana Del Rey - Venice Bitch,163431892,79959
Ava Max - Torn,163420197,29149
Nicki Minaj - MEGATRON,163311665,22698
KAROL G - Punto G,163018707,42305
mgk - Glass House,162865789,60812
Luke Combs - Does To Me,162518985,107410
Alec Benjamin - Let Me Down Slowly,162423481,56690
Sech - Miss Lonely,161767498,44730
Sigala - Wish You Well,161592871,25416
Burna Boy - Gbona,161573367,156030
Samra - Wieder Lila,161365921,30056
Maximillian - Beautiful Scars,161171266,32058
Trippie Redd - Love Me More,161159649,35742
Anitta - Combatchy,161108082,33810
Ari Lennox - Shea Butter Baby,160843796,44268
Billie Eilish - WHEN I WAS OLDER,160629000,47118
ScHoolboy Q - Numb Numb Juice,160368494,50861
ITZY - ICY,159868582,49903
Felipe Araújo - Espaçosa Demais,159330524,24407
JayDaYoungan - 23 Island,159120505,60352
Post Malone - Myself,159067141,36263
Casa Worship - A Casa É Sua,158809312,171535
Pharmacist - North Memphis,158401093,47399
Lil Tecca - Shots,158294034,84628
Chase Atlantic - HEAVEN AND BACK,158143235,234660
Bazzi - Focus,158019499,25654
Gilsons - Várias Queixas,157954097,188824
Calein - Umaasa,157689024,200643
Marília Mendonça - Bem Pior Que Eu,157631149,65088
AVAION - Pieces,157592460,90345
Destiny Rogers - Tomboy,157558106,88406
Dadá Boladão - Surtada,157541965,26075
Sia - No New Friends,157291669,20485
Paloma Mami - Fingías,157150304,31622
Jake Owen - Made For You,157032129,89881
James Blake - Mile High,157011842,80803
Marca MP - Te Apuesto,156802074,78875
Offset - Legacy,156596145,30856
Hot Shade - Dive,156416701,68472
Melanie Martinez - Class Fight,156295907,111027
Stray Kids - MIROH,155948947,56818
BLACKPINK - Kick It,155880708,64163
TINI - 22,155641644,50084
WayV - Love Talk,155472795,86347
Daun Jatuh - Resah Jadi Luka,155201423,235500
Maggie Rogers - Love You For A Long Time,154875059,67390
Khalid - Right Back,154852083,16797
Gradur - Ne reviens pas,154790683,32574
Ed Maverick - Ropa De Bazar,154517259,109751
The Chainsmokers - Family,154457245,17720
ILLENIUM - In Your Arms,154378140,22630
Jessie Reyez - IMPORTED,154265260,33270
Stromae - Alors On Danse,154103793,127965
Madison Beer - Dear Society,154101939,23531
Drax Project - Woke Up Late,154032084,21489
MC Kevin o Chris - Ela É do Tipo,153919894,71542
美波 - カワキヲアメク,153856895,87079
Pritam - Kalank,153814217,209624
Rvfv - Mirándote,153736749,244506
Rvssian - B11,153721486,28371
NF - Leave Me Alone,153714460,40276
Marília Mendonça - Bebaça,153558670,45404
Post Malone - I Know,152952281,57786
YoungBoy Never Broke Again - Self Control,152919351,49056
Paulo Londra - No Puedo,152906778,50619
Ruben - Lay By Me,151884052,32229
Ghostemane - I duckinf hatw you,151558965,77569
Summer Walker - Body,151442264,108174
Eladio Carrion - Mi Error,151414726,40543
Dean Lewis - Stay Awake,151327166,24713
DJ Snake - Magenta Riddim,151276565,42195
Ninho - Goutte d'eau,151271233,58061
Lewis Capaldi - when the party's over,151216105,41226
"Bizarrap - Trueno: Bzrp Freestyle Sessions, Vol. 6",151154427,79519
C. Tangana - No Te Debí Besar,151061909,121550
Tory Lanez - Jerry Sprunger,151002335,39697
Wale - On Chill,150935901,32617
Marracash - CRUDELIA,150920308,73120
Sam Hunt - Kinfolks,150841878,51240
Gustavo Mioto - Com Ou Sem Mim,150820292,54371
Doja Cat - Juicy,150117820,29328
Luan Santana - quando a bad bater,150020887,27319
Snoh Aalegra - I Want You Around,148791271,93842
Jack Harlow - THRU THE NIGHT,148197893,65532
Lana Del Rey - Love song,148048267,82645
Abraham Mateo - ¿Qué Ha Pasao'?,147735638,38958
Dave - Professor X,147632347,72955
FINNEAS - I Lost a Friend,147561963,39032
The Head And The Heart - Honeybee,147256761,42401
Camilo - Tutu,147126095,24748
Jay Wheeler - Dime Que Sí,147019063,183838
SAYGRACE - Boys Ain't Shit,146881361,16499
Riley Green - There Was This Girl,146718289,124311
Feby Putri - Halu,146695372,114214
LUM!X - Monster,146458460,49052
BTS - Dream Glow (BTS World Original Soundtrack) (Pt. 1),146265008,28251
True Damage - GIANTS,146159035,42149
Dua Lipa - Swan Song,145942334,21635
Hungria - Um Pedido,145930763,97069
"Arijit Singh - Main Dhoondne Ko Zamaane Mein (From ""Heartless"")",145913555,147336
Jul - La bandite,145808139,176208
FKJ - Ylang Ylang,145688394,106080
L7NNON - Perdição,145425823,105817
DJ Khaled - Just Us,145151976,51064
Vegedream - Elle est bonne sa mère,145015231,55229
Ben&Ben - Araw-Araw,144921853,119468
Joyner Lucas - ADHD,144691545,40358
Bastille - Joy,144356903,15811
Kevin Kaarl - Si Supieras,144231051,94421
Slipknot - Nero Forte,144202143,106194
Lil Uzi Vert - That's a Rack,143889459,14188
Alok - All The Lies,143374746,14306
BTS - Heartbeat (BTS World Original Soundtrack),143330704,36349
NCT DREAM - BOOM,142924920,90496
The Kid LAROI - Let Her Go,142918186,28936
NF - PAID MY DUES,142599725,49177
Tyga - Girls Have Fun,142294537,20164
Rhys Lewis - No Right To Love You,142108588,19810
mrld - An Art Gallery Could Never Be As Unique As You,142018399,155640
Ke Personajes - Cómo estás,141982909,45333
Taylor Swift - Soon You’ll Get Better,141939123,64573
Kelly Clarkson - Broken & Beautiful,141907657,31857
PnB Rock - MIDDLE CHILD,141900580,29538
LA YOUNG - Como Estrellas,141874256,70412
SAINt JHN - Trap [Feat. Lil Baby],141809662,39783
Rich Music LTD - Feel Me,141667534,58760
Alfredo Olivas - El Sillón,141258069,243178
Rick Ross - Gold Roses,141253611,24166
Comethazine - SOLVED THE PROBLEM,141231851,69496
Surf Curse - Disco,140943482,100680
WILLOW - Time Machine,140866224,47845
Zé Neto & Cristiano - Estado Decadente,140725456,32717
Ed Sheeran - Nothing On You,139775939,17570
Pixote - Nem de Graça / Saudade Arregaça,139654590,79847
Flume - Rushing Back,139638202,31963
Lil Tjay - Ruthless,139613388,43348
Beyoncé - ALREADY,139359763,45357
Omar Montes - Alocao (With Bad Gyal),139297960,32816
Serena - Safari,139273503,62505
Coez - È sempre bello,139233068,45276
Jerome - Light,139231384,21911
Becky G - La Respuesta,139114844,17013
Diego & Victor Hugo - Áudio,139041181,36579
Yung Gravy - Whip A Tesla,138750076,19402
J Balvin - YO LE LLEGO,138669308,23488
Bryson Tiller - Blame,138597621,99785
IU - Blueming,138510808,75320
Alessia Cara - Ready,138465378,7281
Ben&Ben - Make It With You,138369548,72971
Freddie Dredd - All Alone,138308261,56178
Young M.A - BIG,137914545,46160
UPSAHL - Drugs,137842283,37326
Ninho - Putana,137813490,91447
2KBABY - Old Streets,137783970,38157
Grupo Firme - El Mundo a Tus Pies,137696875,63973
Benji & Fede - Dove e quando,137663429,28280
YouNotUs - Narcotic,137634978,14592
French Montana - Writing on the Wall,137517652,16687
Galantis - Faith,137215557,15698
Future - First Off,137169026,24180
Neo Pistea - Tumbando el Club,137098263,75562
December Avenue - Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),136866145,94279
Leo Santana - Contatinho,136861323,25583
Lil Tecca - Amigo,136708303,82918
NF - The Search,136610371,85087
Roddy Ricch - Tip Toe,136594379,16629
"Tyler, The Creator - IGOR'S THEME",136402443,89667
Flo Milli - Beef FloMix,136306481,85473
Mahen - Pura Pura Lupa,136297730,171185
Blake Shelton - Nobody But You (Duet with Gwen Stefani),136180511,45442
Sigrid - Strangers,136060004,17614
Pashanim - Hauseingang,135888861,96103
Zé Neto & Cristiano - Bebi Minha Bicicleta (Coração Falido),135639129,14582
iann dior - molly,135544508,28261
SiR - Hair Down,135410747,71677
Cavetown - Home,135358552,58115
I Prevail - Hurricane,135230202,80727
Arijit Singh - Pal Pal Dil Ke Paas,135076789,92471
Brooks & Dunn - Brand New Man,135039204,81589
IZA - Meu talismã,134814659,44092
Glass Animals - Tokyo Drifting,134782767,49986
Blueface - Bleed It,134741988,11991
Adriel Favela - Miami Vibe,134727833,37664
ScHoolboy Q - Floating,134614183,17360
Fred De Palma - Se iluminaba,134554487,23545
KAYTRANADA - 10%,134455792,86876
Melanie Martinez - Lunchbox Friends,134205991,94257
Apache 207 - Wieso tust Du dir das an?,134153325,33362
The Lumineers - Gloria,134147273,61999
Gambi - POPOPOP,133745816,31276
Andy Grammer - I Found You,133720133,15237
DTF - Me Gusta,133674502,101956
Micro TDH - Dime Cuantas Veces,133636751,113239
Lexa - Chama Ela,133527683,28160
MC Kevin o Chris - Evoluiu,133286201,37582
Dave - Screwface Capital,133100017,76093
Rocco Hunt - Ti volevo dedicare,133070228,37102
Yovie Widianto - Adu Rayu,132967273,62168
Little Simz - Venom,132502067,39766
December Avenue - Bulong,132149016,96478
Oscar Peterson - Cheek to Cheek,131946385,66964
XXXTENTACION - Sauce!,131881169,42135
