Artist and Title,Streams,Daily
"Arijit Singh - Aabaad Barbaad (From ""Ludo"")",110162883,76378
Luca-Dante Spadafora - Mädchen auf dem Pferd,110066674,152115
Taylor Swift - New Romantics (Taylor's Version),110060062,233796
Gustavo Mioto - Fake News,109950787,26998
Joel Corry - I Wish,109943511,41076
XG - LEFT RIGHT,109699399,102907
juan karlos - ERE,109688673,162270
Cheema Y - California Love,109563079,259014
Connor Price - Violet,109562644,126464
Yamê - Bécane,109411071,289618
Dominic Fike - Mama's Boy,109345785,309155
Arijit Singh - Ve Maahi,109280095,126267
Atif Aslam - Main Rang Sharbaton Ka,108996963,141018
Jimin - Alone,108953834,151236
Chayanne - Bailando Bachata,108899700,500812
Intocable - Enséñame A Olvidarte,108730025,77826
Liberación - Ese Loco Soy Yo,108412935,81461
TINI - Maldita Foto,108401315,38558
Henrique & Juliano - Rancorosa,108388049,90003
Drake - You Broke My Heart,108362738,449561
KAROL G - KÁRMIKA,108271534,176411
NXVAMANE - FRESH,108210086,279806
Old Dominion - Memory Lane,108112384,225531
LATIN MAFIA - Patadas de Ahogado,107951631,476240
Dyamante DJ - Vai Novinha Ah Ah Ah,107949341,61635
Samuray - Él Soy Yo,107305467,96235
Anne-Marie - PSYCHO,107211354,57059
Ferrugem - Até que enfim,107128260,65019
Måneskin - HONEY (ARE U COMING?),107100351,297889
"Anirudh Ravichander - Idhazhin Oram (From ""3 (Tamil)"")",107085958,118475
Hugo & Guilherme - Metade De Mim,107013826,68768
Pritam - Dil Ibaadat,107007723,156894
Luan Santana - DEJA VU,106952153,197426
Offset - SAY MY GRACE,106829951,313498
Joel Corry - Lionheart (Fearless),106648981,89999
Aliyah's Interlude - IT GIRL,106289410,337690
Joel Corry - What Would You Do?,105906204,39249
Zé Felipe - Vacilão,105872835,42362
Quevedo - AHORA QUÉ,105757235,268214
Taylor Swift - Shake It Off (Taylor's Version),105563898,265022
Virlan Garcia - El Chamaquito,105544813,68852
Yung Yury - TABU.,105537209,100317
Lil Tecca - HVN ON EARTH,105476668,222861
Jay Wheeler - PACTO,105475623,177012
Intocable - Eres Mi Droga,105418225,87232
"Claude Debussy - Suite bergamasque, L. 75: III. Clair de lune",105341812,89062
Taylor Swift - Welcome To New York (Taylor's Version),105179628,182181
rhodessa - Kisame,104943499,200672
NewJeans - ASAP,104355553,188467
Rema - Charm,104114680,167850
Halodayı - Aman Güzel Yavaş Yürü,103643600,137471
Rauw Alejandro - DE CAROLINA,103581784,87603
Chase & Status - Baddadan,103559614,306213
Arijit Singh - Zaalima,103538899,155781
Tedua - Hoe,103273770,116454
Bronco - Nunca Voy A Olvidarte,103189055,245687
Quevedo - YANKEE,103181831,53570
Zé Neto & Cristiano - Seu Polícia,103141633,82213
Nicki Minaj - Everybody,103125513,292421
Chanel - Clavaito,103058295,119419
NewJeans - Get Up,103020183,185523
Sigala - Stay the Night,102972471,57938
Arijit Singh - Qaafirana,102971862,135934
Grupo Menos É Mais - Adorei,102936035,52199
Quevedo - DAME,102779871,92823
Cris Mj - Daytona,102513628,988642
Henrique & Juliano - Quase Algo,102477408,412066
Becky G - POR EL CONTRARIO,102204611,695280
Juice WRLD - 734,102085188,37905
Anne-Marie - UNHEALTHY,102009742,146836
"Frédéric Chopin - Nocturne No. 2 in E-Flat Major, Op. 9 No. 2",101576799,64992
Arcángel - ALV,101536477,443544
Carin Leon - Alch Si,101528589,668023
Miksu / Macloud - Nachts wach (Lila Wolken Bootleg),101513696,94595
Taylor Swift - Dear John (Taylor's Version),101206613,90859
Zé Neto & Cristiano - Amigo Taxista,100520026,42049
