Artist and Title,Streams,Daily
Amaarae - SAD GIRLZ LUV MONEY Remix,419302585,203773.0
AJR - Bang!,417552643,207963.0
ROSÉ - On The Ground,415048011,344983.0
Billie Eilish - Your Power,414570660,181444.0
Justin Quiles - Loco,410691948,161928.0
OneRepublic - Sunshine,408429141,376925.0
Clinton Kane - I GUESS I'M IN LOVE,407594475,211400.0
Jamie Miller - Here's Your Perfect,406002071,313730.0
Jhayco - Ley Seca,404387771,179809.0
Imagine Dragons - Follow You,403581092,216864.0
Eyedress - Something About You,403141536,688788.0
Taylor Swift - The Way I Loved You (Taylor’s Version),401068311,256380.0
Kanye West - Hurricane,398622147,136305.0
Nathan Evans - Wellerman,394316212,240178.0
LAGOS - Mónaco,394160348,386792.0
Post Malone - Motley Crew,392655368,177213.0
V - Christmas Tree,391916129,145587.0
Little Mix - Touch,389882967,69268.0
Tainy - Agua,389460867,56155.0
Shawn Mendes - Summer of Love (Shawn Mendes & Tainy),387325159,125701.0
Lil Tjay - Run It Up,384454596,195104.0
Mareux - The Perfect Girl,383821029,336032.0
Tom Grennan - Little Bit of Love,382591252,154751.0
Conan Gray - People Watching,382057315,287134.0
Tai Verdes - AOK,381516528,172367.0
Ofenbach - Wasted Love,380071821,229612.0
Drake - What’s Next,379061266,104875.0
NIKI - Every Summertime,370295815,242027.0
Feby Putri - Runtuh,365198977,422410.0
Yeat - Monëy so big,364527120,330364.0
Morgan Wallen - Sand In My Boots,363997008,312916.0
J. Cole - p r i d e . i s . t h e . d e v i l,361367675,141572.0
Taylor Swift - Mr. Perfectly Fine (Taylor’s Version) (From The Vault),361347200,186111.0
Rochy RD - Ella No Es Tuya,360843671,95406.0
Benson Boone - Ghost Town,359332116,443927.0
Nio Garcia - AM,359248941,52656.0
Don Omar - Bandoleros,357637260,247148.0
Henrique & Juliano - Arranhão,355299429,114654.0
Sech - 911,349511852,79197.0
Öwnboss - Move Your Body,348567224,380723.0
DJ Khaled - EVERY CHANCE I GET,344629858,204958.0
Sech - 911 (Remix),344415970,131223.0
KAROL G - SEJODIOTO,343888443,199043.0
J Balvin - Poblado,343124082,116718.0
Coldplay - Higher Power,342613535,147289.0
Shawn Mendes - It'll Be Okay,338353752,144473.0
Grupo Firme - Ya Supérame (En Vivo),338065425,181416.0
Ashnikko - Slumber Party,336618042,160709.0
Taylor Swift - I Knew You Were Trouble (Taylor's Version),335758693,300553.0
Marca MP - Ya Acabo,334849616,136809.0
AJR - World's Smallest Violin,334046761,209880.0
Drake - Yebba’s Heartbreak,332062566,437902.0
Central Cee - Obsessed With You,329281427,166812.0
KAROL G - 200 COPAS,327414091,284315.0
ENHYPEN - FEVER,325726586,213178.0
"Tion Wayne - Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",325558347,103604.0
Lil Tjay - Headshot,325389320,144258.0
Justin Bieber - Off My Face,324088737,244356.0
ROSÉ - Gone,322506991,221082.0
Billie Eilish - NDA,321644000,232825.0
Walker Hayes - Fancy Like,321245460,150639.0
"Tyler, The Creator - WUSYANAME",321075170,250083.0
LeeHi - ONLY,320337808,338444.0
Taylor Swift - We Are Never Ever Getting Back Together (Taylor's Version),319989257,325860.0
Lil Durk - Broadway Girls,319297916,317448.0
Montell Fish - Fall in Love with You.,318838311,484201.0
Taylor Swift - right where you left me,318641412,228837.0
Olivia Rodrigo - hope ur ok,318273955,157001.0
Fred again.. - Marea (we’ve lost dancing),318166966,293021.0
Latto - Big Energy,317392784,159525.0
Ashe - Till Forever Falls Apart,314040582,253783.0
Megan Thee Stallion - Thot Shit,313747791,122203.0
"Tanishk Bagchi - Raataan Lambiyan (From ""Shershaah"")",313115045,518099.0
Tiago PZK - Salimo de Noche,310481803,115439.0
Fireboy DML - Peru,309036422,139546.0
Regard - You,308610261,103672.0
Luude - Down Under,306896659,209029.0
Imagine Dragons - Enemy,306829495,149806.0
"Bizarrap - Eladio Carrion: Bzrp Music Sessions, Vol. 40",305267789,179072.0
Imagine Dragons - Wrecked,302745501,156750.0
YOASOBI - 怪物,302374343,197616.0
Drake - Champagne Poetry,301591810,174211.0
IVE - ELEVEN,299645552,157183.0
Billie Eilish - Lost Cause,298161730,154130.0
Key Glock - Ambition For Cash,298078318,378672.0
George Henrique & Rodrigo - Vai Lá Em Casa Hoje,297903460,144381.0
Matisse - Como Lo Hice Yo,297030589,185616.0
Lil Tecca - LOT OF ME,296932446,486748.0
Kungs - Never Going Home,295718371,180645.0
Kanye West - Moon,293395882,160984.0
Ryan Castro - Monastery,293135513,298092.0
Egzod - Royalty,293124180,546899.0
Becky Hill - My Heart Goes (La Di Da),292847239,182947.0
Billie Eilish - Billie Bossa Nova,292438670,391598.0
Ruth B. - Dandelions,289851655,148627.0
Baby Keem - 16,288657909,513145.0
Rauw Alejandro - Sexo Virtual,286547995,155794.0
Russ - 3:15 (Breathe),285644672,411757.0
KAROL G - EL BARCO,285565813,452985.0
DJ Snake - SG,284012859,115297.0
João Gomes - Meu Pedaço de Pecado,282938232,79735.0
ENHYPEN - Drunk-Dazed,281553842,231456.0
Taylor Swift - Fearless (Taylor’s Version),281551818,335236.0
"Brent Faiyaz - GRAVITY (FEAT. TYLER, THE CREATOR)",281151370,159670.0
Conan Gray - Astronomy,280802669,210143.0
Taylor Swift - Red (Taylor's Version),279384801,198495.0
Sarah Cothran - As the World Caves In,279176674,139445.0
PinkPantheress - Break It Off,278444449,222499.0
Ryan Castro - Mujeriego,278371095,167601.0
Israel & Rodolffo - Batom de Cereja,278125424,38073.0
Kordhell - Live Another Day,276713578,155505.0
Alesso - When I’m Gone,275206439,124615.0
Wisin - Fiel,274373481,53443.0
Young Stoner Life - Solid,273649316,90730.0
JNR CHOI - TO THE MOON,271448261,80123.0
WILLOW - t r a n s p a r e n t s o u l feat. Travis Barker,271113139,81940.0
"Bizarrap - L-Gante: Bzrp Music Sessions, Vol.38",270175153,80081.0
Taylor Swift - 22 (Taylor's Version),269575921,255350.0
PlayaPhonk - Phonky Town,269011677,84275.0
"The Kid LAROI - F*CK YOU, GOODBYE",268095728,110982.0
Hensonn - Sahara,267289698,164116.0
Lana Del Rey - Chemtrails Over The Country Club,267053059,499713.0
Grupo Los de la O - Fuga Pa Cali 2,266546055,167836.0
Camilo - Índigo,265920634,101308.0
Sech - Sal y Perrea,264474960,58265.0
Maluma - Aloha,263780385,55836.0
Alvaro Diaz - Problemón,262552111,254506.0
Kanye West - Off The Grid,261878054,121632.0
Jeremy Zucker - this is how you fall in love,261469903,107934.0
Henrique & Juliano - A Maior Saudade,260664587,89736.0
"Tyler, The Creator - SWEET / I THOUGHT YOU WANTED TO DANCE",257661881,270836.0
Grupo Firme - En Tu Perra Vida,257407549,155547.0
Sidhu Moose Wala - 295,256877944,213857.0
Matheus Fernandes - Baby Me Atende,256836917,38183.0
Ivan Cornejo - Está Dañada,256542505,172253.0
J. Cole - a m a r i,255990351,113499.0
Joyner Lucas - Ramen & OJ,255458292,113056.0
Giveon - For Tonight,255049129,103517.0
Trueno - DANCE CRIP,255027140,206605.0
NATTI NATASHA - Ram Pam Pam,254848050,53389.0
Kxllswxtch - WASTE,254721463,364009.0
Roddy Ricch - late at night,254577432,73835.0
Chani Nattan - Daku,254139124,201329.0
Summer Walker - No Love,253737032,243383.0
Emmy Meli - I AM WOMAN,253734264,99799.0
Zack Tabudlo - Pano,253413544,172214.0
ITZY - LOCO,253323916,151362.0
BTS - Film out,252943372,59859.0
KSLV Noh - Disaster,252545825,136715.0
Taylor Swift - All Too Well (Taylor's Version),252231224,180602.0
Christian Nodal - La Sinvergüenza,252075884,152974.0
TOMORROW X TOGETHER - 0X1=LOVESONG (I Know I Love You) feat. Seori,251672972,138043.0
DEKKO - 12x3,251473854,115902.0
Yng Lvcas - La Bebe,250455993,115786.0
Shubh - We Rollin,250245238,166111.0
Calvin Harris - By Your Side,250210271,85891.0
Becky G - FULANITO,250174130,95721.0
Billie Eilish - Halley's Comet,249099885,301595.0
Cody Johnson - 'Til You Can't,248578806,223871.0
Adele - I Drink Wine,248154627,149901.0
Ariana Grande - 34+35 Remix,248051336,74219.0
Eladio Carrion - Me Gustas Natural,247827754,339108.0
siouxxie sixxsta - masquerade,247471752,131677.0
Stray Kids - Thunderous,245084347,149862.0
StarBoi3 - Dick,243987397,82392.0
Ángela Aguilar - Dime Cómo Quieres,243586388,125734.0
Bruno Mars - Skate,242897250,133964.0
The Kid LAROI - WITHOUT YOU,242854954,66273.0
Trueno - FEEL ME??,242818177,230637.0
Nardo Wick - Who Want Smoke??,242708482,139367.0
Vance Joy - Missing Piece,242095429,154857.0
Shania Twain - Any Man Of Mine,241048332,156669.0
Coldplay - Let Somebody Go,241007335,98347.0
Feid - FRIKI,240778388,382815.0
YBN Nahmir - Opp Stoppa,240608331,155004.0
David Guetta - Memories,240413662,171647.0
Anne-Marie - Our Song,239702965,65265.0
Ryan Castro - Malory,239307179,352816.0
Camilo - KESI,239298671,74243.0
Alan Walker - Sweet Dreams,239031931,145720.0
Lyodra - Pesan Terakhir,238655162,560310.0
Dímelo Flow - Se Le Ve,238127500,52319.0
Myke Towers - ALMAS GEMELAS,237997140,297750.0
aespa - Next Level,236580790,162398.0
Mora - Tuyo,236319379,421137.0
KAROL G - LOCATION,235044342,38992.0
Jorge & Mateus - Molhando o Volante,233866343,77162.0
Dave - Clash,232823624,110897.0
Juice WRLD - Bad Boy,232116158,80156.0
Los Ángeles Azules - Otra Noche,230152005,162609.0
OFFICIAL HIGE DANDISM - Cry Baby,230013401,101857.0
Sub Urban - INFERNO,228697001,113372.0
TINI - Bar,228649524,62833.0
ERNEST - Flower Shops,227815871,201574.0
Justin Bieber - As I Am,227417893,69627.0
Carlos Vives - Canción Bonita,227157854,108718.0
Emilia - como si no importara,226481445,155814.0
El Alfa - La Mamá de la Mamá,225846042,192468.0
vaultboy - everything sucks,225415458,80664.0
Rauw Alejandro - Aquel Nap ZzZz,225179002,145601.0
Bruno Mars - After Last Night,223535372,227079.0
Myke Towers - EXPERIMENTO,223511324,98336.0
Marília Mendonça - Troca de Calçada,223310083,94157.0
Gusttavo Lima - Bloqueado,222740077,48207.0
Internet Money - His & Hers,222600620,49236.0
Bo Burnham - Bezos I,222138224,74169.0
The Kid LAROI - ALWAYS DO,222069311,64872.0
347aidan - MEMORIES! (Bonus Track),221585503,102350.0
Billie Eilish - Getting Older,221410946,191962.0
Aimer - 残響散歌,221305661,132953.0
Gusttavo Lima - Ficha Limpa,220855810,44644.0
Fuego - Una Vaina Loca,220176860,61171.0
TWICE - Alcohol-Free,220073625,94770.0
Henrique & Juliano - Acordo,220051265,100998.0
RealestK - WFM,219740577,97395.0
Grupo Firme - Se Fue La Pantera (En Vivo),219404542,98142.0
John Mayer - I Guess I Just Feel Like,219114090,58825.0
Naps - La kiffance,218830273,97833.0
Maroon 5 - Lost,218038886,75479.0
Ed Sheeran - Merry Christmas,216672424,11674.0
"Bizarrap - Nicky Jam: Bzrp Music Sessions, Vol. 41",216651241,45313.0
Mimi Webb - Good Without,216478558,52384.0
AP Dhillon - TERE TE,216305936,125499.0
Måneskin - CORALINE,216239747,167198.0
Fuerza Regida - Me Acostumbre A Lo Bueno,215527630,126168.0
Sam Fender - Seventeen Going Under,215269914,150666.0
Drake - No Friends In The Industry,214754031,109376.0
J Balvin - Una Nota,214260339,43645.0
Rauw Alejandro - La Old Skul,214177326,249193.0
DaBaby - Ball If I Want To,213976065,67509.0
MEDUZA - Tell It To My Heart,213238996,117494.0
Matuê - Quer Voar,213001641,83995.0
Luan Santana - MORENA,212862304,54781.0
aespa - Savage,212303661,181441.0
Taylor Swift - Nothing New,211828594,108678.0
Natanael Cano - Porte Exuberante,211736871,172279.0
TOMORROW X TOGETHER - LO$ER=LO♡ER,211200088,101489.0
Spice - Go Down Deh,211125574,164825.0
Feid - SI TÚ SUPIERAS,211032625,191404.0
Piso 21 - Tan Bonita,210489109,66000.0
El Fantasma - El Bélico,210047263,128546.0
Leo Rizzi - Amapolas,209686011,151085.0
Nio Garcia - Travesuras,209656053,47632.0
Alex Rose - Me Fije,208778302,53348.0
Taylor Swift - I Bet You Think About Me,208220588,111234.0
Teto - M4,208023904,135411.0
Lil Tecca - NEVER LEFT,207738320,69602.0
Sia - Floating Through Space,207493455,33650.0
PEDRO SAMPAIO - GALOPA,206884502,53963.0
D-Block Europe - Overseas,206581896,210961.0
Adie - Paraluman,206481989,139060.0
Camilo - Machu Picchu,206422812,80602.0
Gerardo Ortiz - Tranquilito,206182395,105532.0
Little Mix - No More Sad Songs,204178889,32762.0
La Santa Grifa - Amnesia,203125414,210875.0
Little Mix - Power,202930052,24911.0
Rusherking - Además de Mí,202543673,90143.0
The Kid LAROI - TRAGIC,202257723,50712.0
Billie Eilish - I Didn't Change My Number,202243410,174385.0
Arthur Nery - Pagsamo,202182587,183574.0
ITZY - In the morning,201734236,79461.0
Duki - Malbec,201667223,118510.0
Boza - Ella,201253917,52810.0
C. Tangana - Ateo,201250694,99390.0
Mahalini - Melawan Restu,201228306,166755.0
Eladio Carrion - Hola Como Vas,201202528,247686.0
Jason Derulo - Lifestyle,201081955,30552.0
Baby Keem - lost souls,200929112,97053.0
Morat - Idiota,200594780,183495.0
Adele - Can I Get It,200489949,79813.0
Reik - Perfecta,200355240,71796.0
42 Dugg - 4 Da Gang,200347961,94090.0
"BANDIDO - No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",200341969,65599.0
Yeat - Sorry Bout That,200197206,156041.0
Dan + Shay - Glad You Exist,200116252,51860.0
Chlöe - Have Mercy,199751167,71784.0
Tesher - Jalebi Baby (Tesher x Jason Derulo),199588027,91223.0
Fujii Kaze - きらり,199259698,160781.0
Twenty One Pilots - Shy Away,198829139,101127.0
Jossef - Persia,198408268,182920.0
Maroon 5 - Nobody's Love,198252738,36187.0
Anuel AA - Súbelo,197690927,73744.0
Tayrone - Cê Tá Preparada,197562721,38389.0
Rebzyyx - all I want is you,197380409,208188.0
Drake - TSU,197003700,132729.0
TOMORROW X TOGETHER - Anti-Romantic,196696612,72155.0
Zoe Wees - Girls Like Us,196640428,34151.0
Weeekly - After School,196199669,70502.0
Travis Scott - ESCAPE PLAN,196186816,112802.0
Sam Fischer - What Other People Say,195961854,38240.0
Ryan Hurd - Chasing After You,195782618,72819.0
Chayce Beckham - 23,195489682,422064.0
Zé Neto & Cristiano - Ela e Ela,195211368,65382.0
Beret - Porfa no te vayas,195110077,151975.0
OneRepublic - Someday,195077855,92252.0
Los Del Limit - Amor Fugaz,195043004,132480.0
Mari Fernandez - Parada Louca,195032491,57583.0
Raí Saia Rodada - Tapão Na Raba,194768959,29983.0
Lucky Daye - Over,194542376,122025.0
Doja Cat - I Don't Do Drugs,194148842,78126.0
$uicideboy$ - Avalon,193939576,254294.0
Elle King - Drunk (And I Don't Wanna Go Home),193607195,109398.0
Clinton Kane - CHICKEN TENDIES,193416637,55648.0
Pashanim - Sommergewitter,192433052,132014.0
Zé Neto & Cristiano - Você Beberia Ou Não Beberia?,192151100,77026.0
Tech N9ne - Face Off,191965268,64382.0
Dustin Lynch - Thinking 'Bout You,191829492,160510.0
Atif Aslam - Dil Diyan Gallan,191558755,258144.0
Alok - Love Again,190120641,139378.0
Kaito Shoma - Scary Garry,190119078,62314.0
CORPSE - HOT DEMON B!TCHES NEAR U ! ! !,189794003,124230.0
Lizzo - Rumors,189486191,33926.0
Billie Eilish - Oxytocin,188820147,158392.0
Baby Keem - trademark usa,188651236,122723.0
Sabrina Carpenter - Skin,188503662,72286.0
Reik - Los Tragos,188254262,109828.0
DJ Matt D - Pandora,187866380,74904.0
Tiara Andini - Merasa Indah,187538524,197766.0
Morgan Wallen - 865,187127294,142886.0
Lana Del Rey - Dealer,187118795,178210.0
Ezekiel - help_urself,186825841,104865.0
Little Mix - Wasabi,186659123,49781.0
keshi - beside you,186577946,117514.0
Taylor Swift - Message In A Bottle (Taylor's Version) (From The Vault),186281939,87870.0
A1 x J1 - Latest Trends,186234041,50920.0
MC Zaquin - Não Nasceu pra Namorar,186082426,41695.0
Marília Mendonça - Todo Mundo Menos Você,185606205,58234.0
Los Plebes del Rancho de Ariel Camacho - 2 Veces,185508557,130309.0
Drake - Lemon Pepper Freestyle,185156834,58331.0
Central Cee - Commitment Issues,185036943,130118.0
Moneybagg Yo - Time Today,184670154,156998.0
Neoni - DARKSIDE,184553556,255660.0
BoyWithUke - Two Moons,184539838,74771.0
DaBaby - Masterpiece,184321683,50961.0
Nicky Jam - Fan de Tus Fotos,184259404,37571.0
Camilo - Ropa Cara,184254091,27875.0
Manuel Turizo - Mala Costumbre,184187996,42890.0
Ricky Rich - Habibi,183961837,168039.0
Shubh - Elevated,183917800,149724.0
Farruko - El Incomprendido,183716529,56856.0
IU - LILAC,183288806,104638.0
Yuuri - ベテルギウス,182744667,107230.0
Black Gryph0n - Insane,182539801,414139.0
Mc Poze do Rodo - Vida Louca,182366083,58500.0
Camilo - Millones,182229494,82774.0
MYA - 2:50 Remix,182004204,61463.0
Skylar Grey - Last One Standing,181261464,74198.0
Harrdy Sandhu - Bijlee Bijlee,180815765,107988.0
MC Cabelinho - X1,180801085,101378.0
Arthur Nery - Isa lang,180784073,269509.0
BLANCO - MI FAI IMPAZZIRE,179243838,41381.0
ASTN - Happier Than Ever,179038515,90932.0
Parmalee - Just the Way,178900072,87572.0
Normani - Wild Side,178844013,64021.0
RAF Camora - Blaues Licht,178472757,74786.0
The Kid LAROI - WRONG,178193166,31071.0
SXMPRA - COWBELL WARRIOR!,178112852,168120.0
Jelly Roll - Son Of A Sinner,178080589,226420.0
Aitana - Formentera,177798396,102179.0
Calibre 50 - Cuidando El Territorio,177676426,77240.0
Randy - 23 (With Ape Drums),176975510,83403.0
Fernando & Sorocaba - Só Não Divulga,176386035,33035.0
Quevedo - Ahora y Siempre,176344159,152606.0
Zack Tabudlo - Binibini,176217037,105918.0
Bo Burnham - Welcome to The Internet,176054195,93869.0
KAROL G - CONTIGO VOY A MUERTE,175963743,263934.0
Billie Eilish - Male Fantasy,175959504,139961.0
Paulo Pires - Ameaça,175331800,42027.0
Dermot Kennedy - Better Days,174862103,89587.0
Kelsea Ballerini - I Quit Drinking,174217265,77603.0
Justin Quiles - Colorín Colorado,173773767,43797.0
Lil Tecca - REPEAT IT,173640009,56672.0
Zack Tabudlo - Give Me Your Forever,173302325,154906.0
JIN - Yours,173060344,90560.0
João Gomes - Aquelas Coisas,172957913,62343.0
Daddy Yankee - PROBLEMA,172931071,26859.0
Luis R Conriquez - Me Metí En El Ruedo,172488007,81272.0
DMNDS - Calabria,172397001,47979.0
PinkPantheress - Just for Me,171374430,78525.0
C. Tangana - Ingobernable,170946018,122097.0
DaBaby - Red Light Green Light,170775789,34686.0
Purple Disco Machine - Fireworks,170555716,58494.0
The Kid LAROI - NOT SOBER,170542112,36770.0
Meek Mill - Sharing Locations,170514749,52003.0
KSI - Holiday,170499453,38847.0
Mc Anjim - Bala Love,170459449,63890.0
Lil Nas X - SUN GOES DOWN,170124311,33595.0
Gusttavo Lima - Nota de Repúdio,169967144,27379.0
Marília Mendonça - Não Sei o Que Lá,169935182,48773.0
Avine Vinny - Coração Cachorro,169900313,22686.0
Polo G - Epidemic,169866267,40569.0
Montez - Auf & Ab,169864663,98361.0
AP Dhillon - DESIRES,169746472,57364.0
H.E.R. - Come Through,169586380,80050.0
Lola Indigo - La Niña de la Escuela,169121171,72273.0
Tani Yuuki - W / X / Y,169102707,146992.0
"Bizarrap - Snow Tha Product: Bzrp Music Sessions, Vol. 39",169062603,61903.0
SEB - seaside_demo,169018592,73665.0
Smiley - Over The Top,168639515,65473.0
Taylor Swift - The Very First Night (Taylor's Version) (From The Vault),168516259,90918.0
J. Cole - i n t e r l u d e,168498765,49952.0
Celeste - Strange,168470200,191483.0
MAX - BUTTERFLIES,168443332,62927.0
SwitchOTR - Coming for You,168126407,43791.0
back number - 水平線,167718559,160608.0
Jubin Nautiyal - Lut Gaye,167660716,77700.0
Malu - Disco Arranhado,167321469,29999.0
Dhibu Ninan Thomas - Adiye,167266493,136123.0
J Balvin - Otra Noche Sin Ti,167043372,30438.0
Madonna - Frozen,166877245,96401.0
Jorge & Mateus - Paradigmas,166855104,28165.0
Filipe Ret - Corte Americano,166585431,140106.0
David Guetta - If You Really Love Me (How Will I Know),166427711,67683.0
Tarcísio do Acordeon - Rolê,166281854,22288.0
Lainey Wilson - Things A Man Oughta Know,165832662,151296.0
Nardo Wick - Me or Sum,165563906,85709.0
Jessie Murph - Always Been You,165335275,131895.0
Cochise - POCKET ROCKET,165283002,76269.0
Zé Felipe - Revoada No Colchão,164738194,23108.0
Only The Family - Hellcats & Trackhawks,164712816,96338.0
Drake - In The Bible,164650659,58478.0
Nessa Barrett - la di die,163807475,52423.0
Kodak Black - Love & War,163039520,186959.0
Zé Felipe - Toma Toma Vapo Vapo,163023453,22787.0
Justin Bieber - Unstable,162612390,62734.0
Tory Lanez - Lavender Sunflower,162538063,253772.0
Young Thug - Bubbly,162326751,76250.0
